Month,Year,LowTemp,HighTemp,WarmestMin,ColdestHigh,AveMin,AveMax,meanTemp,TotPrecip,TotSnow,Max24hrPrecip,Max24hrSnow
2,2012,48,87,74,61,66.1,79.6,72.9,3.38,0,1.71,0
3,2012,54,86,74,75,68.8,81.7,75.3,4.97,0,2.3,0
4,2012,60,89,73,76,69,82.8,75.9,7.85,0,2.88,0
5,2012,70,93,77,82,73.3,86.3,79.8,14.67,0,9.7,0
6,2012,71,94,82,80,76.5,88.7,82.6,12.56,0,2.75,0
7,2012,71,93,81,86,76.9,89.9,83.4,8.92,0,2.31,0
8,2012,73,92,82,84,77.7,89.9,83.8,15.92,0,3.35,0
9,2012,73,92,81,84,76.6,88.7,82.7,11.03,0,3.7,0
10,2012,56,91,80,74,73.4,85.5,79.4,6.42,0,1.77,0
11,2012,55,83,72,70,63.9,79,71.4,0.5,0,0.25,0
12,2012,48,85,74,66,64.5,79.3,71.9,0.51,0,0.12,0
1,2013,56,83,75,66,66.7,79.7,73.2,0.54,0,0.21,0
2,2013,47,87,76,59,64.2,79.2,71.7,1.85,0,1.31,0
3,2013,45,90,75,64,59.2,76.7,68,0.81,0,0.58,0
4,2013,61,90,78,76,71.7,84.2,78,5.14,0,2.33,0
5,2013,64,94,77,80,71.7,86,78.9,11.03,0,4.29,0
6,2013,74,92,81,83,77.1,88.9,83,6.18,0,1.29,0
7,2013,72,94,80,78,76.3,88.6,82.4,12.7,0,3.2,0
8,2013,72,93,82,85,77.9,89.8,83.9,4.43,0,0.87,0
9,2013,73,92,82,82,76.4,89.3,82.8,10.47,0,1.52,0
10,2013,70,91,78,81,74.3,86.8,80.6,6.87,0,5.53,0
11,2013,52,89,76,74,71.2,82.9,77,5.73,0,1.14,0
12,2013,60,86,76,75,69.1,81,75.1,4.67,0,3.75,0
1,2014,46,85,73,58,60.1,75.7,67.9,1.91,0,0.56,0
2,2014,51,86,75,71,66.9,81.5,74.2,1.16,0,0.75,0
3,2014,57,90,74,72,65.5,81.9,73.7,2.61,0,1.49,0
4,2014,63,90,79,79,70.5,84.5,77.5,1.18,0,0.71,0
5,2014,68,92,78,79,74.4,86.9,80.7,3.29,0,2.63,0
6,2014,70,93,79,81,74.1,88.9,81.5,19.62,0,2.29,0
7,2014,71,95,81,88,77.1,90.6,83.9,10.29,0,1.53,0
8,2014,74,94,83,84,78.4,91.4,84.9,9.07,0,2.39,0
9,2014,72,92,81,83,76.3,88.7,82.5,7.25,0,0.99,0
10,2014,67,94,79,79,73.1,86.5,79.8,3.24,0,1.39,0
11,2014,52,88,78,65,65.3,79.9,72.6,2.66,0,1.44,0
12,2014,48,84,75,66,64,78.5,71.3,1.32,0,0.43,0
